Index,Date,Country,Keyword,yachtingpages.com_rank,yatchingpages.com_cleaned_rank,yachting-pages.com_visibility,yachting-pages.com_type,yachting-pages.com_landing,yachting-pages.com_rank_difference,yatching-pages.com_cleaned_rank_difference,yachting-pages.com_visibility_difference,superyachttimes.com_rank,superyachttimes.com_rank_cleaned,superyachttimes.com_visibility,superyachttimes.com_type,superyachttimes.com_landing,superyachttimes.com_rank_difference,superyachttimes.com_cleaned_rank_difference,superyachttimes.com_visibility_difference,superyachtcontent.com_rank,superyachtcontent.com_cleaned_rank,superyachtcontent.com_visibility,superyachtcontent.com_type,superyachtcontent.com_landing,superyachtcontent.com_rank_difference,superyachtcontent.com_cleaned_rank_difference,superyachtcontent.com_visibility_difference,superyachtservicesguide.com_rank,superyachtserviceguide.com_cleaned_rank,superyachtservicesguide.com_visibility,superyachtservicesguide.com_type,superyachtservicesguide.com_landing,superyachtservicesguide.com_rank_difference,superyachtserviceguide.com_cleaned_rank_difference,superyachtservicesguide.com_visibility_difference,boatinternational.com_rank,boatinternation.com_cleaned_rank,boatinternational.com_visibility,boatinternational.com_type,boatinternational.com_landing,boatinternational.com_rank_difference,boatinternation.com_cleaned_rank_difference,boatinternational.com_visibility_difference,Intents,primary intent,secondary intent,CPC,Search Volume,Keyword Difficulty,Difficulty Tier
32,2025-08-31 00:00:00,France,mega yacht engine,5,5,0.07652,organic,https://www.yachting-pages.com/articles/a-basic-overview-of-yacht-engines.html,0,0,0,21,21,0.01254,organic,https://www.superyachttimes.com/yachts/special-one/overview,2,2,0.0005,55,55,0.00577,organic,https://www.superyachtcontent.com/superyacht-news/worlds-fastest-mega-yacht/,-15,-15,-0.00201,,150,0,,,,0,0,4,4,0.0991,organic,https://www.boatinternational.com/yachts/luxury-yacht-advice/superyacht-propulsion-systems-explained-diesel-hybrid,0,0,0,i,i,,,0,26,Medium
33,2025-08-31 00:00:00,France,superyacht berth,5,5,0.07652,organic,https://www.yachting-pages.com/listing/ports-and-marinas,-1,'-1,-0.02258,29,29,0.01054,organic,https://www.superyachttimes.com/yacht-news/rare-50-metre-superyacht-berth-for-sale-in-cap-d-ail,-3,-3,-0.00075,,150,0,,,,0,0,57,57,0.00552,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=26&category=56,-2,-2,-0.00025,30,30,0.01029,organic,https://www.boatinternational.com/destinations/rough-seas-the-worlds-wildest-superyacht-berths--36061,-8,-8,-0.00201,i|c,i,c,,20,24,Medium
34,2025-08-31 00:00:00,France,superyacht port,5,5,0.07652,organic,https://www.yachting-pages.com/listing/ports-and-marinas,-1,'-1,-0.02258,23,23,0.01204,organic,https://www.superyachttimes.com/,-6,-6,-0.00251,,150,0,,,,0,0,68,68,0.00414,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=26&category=56,-5,-5,-0.00063,61,61,0.00502,organic,https://www.boatinternational.com/destinations/new-superyacht-marinas-to-discover-around-the-world--32429,22,22,0.00276,c,c,,,10,25,Medium
35,2025-08-31 00:00:00,France,yacht entertainment system,5,5,0.07652,organic,https://www.yachting-pages.com/listing/entertainment-av-systems,-3,'-3,-0.08029,20,20,0.01317,organic,https://www.superyachttimes.com/companies/yacht-audio-gmbh,-3,-3,-0.00138,,150,0,,,-54,-54,-0.0069,12,12,0.01882,organic,https://www.superyachtservicesguide.com/20/20437/yacht-entertainment-systems,-1,-1,-0.00627,1,1,0.45662,organic,https://www.boatinternational.com/yachts/editorial-features/latest-innovative-superyacht-technology-on-board-entertainment,0,0,0,i|c,i,c,,0,18,Easy
36,2025-08-31 00:00:00,France,yacht passerelle,5,5,0.07652,organic,https://www.yachting-pages.com/articles/the-different-types-of-yacht-passerelles.html,0,0,0,,150,0,,,,0,0,,150,0,,,,0,0,,150,0,,,,0,0,,150,0,,,,0,0,i,i,,,20,10,Easy
37,2025-08-31 00:00:00,France,yacht sewage treatment system,5,5,0.07652,organic,https://www.yachting-pages.com/listing/yss-yacht-sewage-solutions.html,0,0,0,,150,0,,,,0,0,,150,0,,,,0,0,,150,0,,,,0,0,,150,0,,,,0,0,i|t,i,t,,0,12,Easy
38,2025-08-31 00:00:00,France,yacht uniform supplier,5,5,0.07652,organic,https://www.yachting-pages.com/listing/uniforms-clothing,-1,'-1,-0.02258,92,92,0.00113,organic,https://www.superyachttimes.com/yacht-news/sustainable-luxury-yachting-apparel,8,8,0.00113,66,66,0.00439,organic,https://www.superyachtcontent.com/superyacht-news/waypoint-uniform-supplier-launched-yacht-crew-clothing-launch-in-uae/,-25,-25,-0.00314,21,21,0.01254,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=245&category=1138,-7,-7,-0.00376,96,96,0.00063,organic,https://www.boatinternational.com/boat-pro/news/ethical-yacht-wear-uniform-company-removes-plastic-from-oceans,4,4,0.00063,i|c,i,c,,0,37,Medium
39,2025-08-31 00:00:00,France,mega yacht cleaning,6,6,0.05143,organic,https://www.yachting-pages.com/listing/cleaning-services,-2,'-2,-0.04767,74,74,0.00339,organic,https://www.superyachttimes.com/yacht-news/superyacht-exhaust-dpf-system,26,26,0.00339,,150,0,,,-42,-42,-0.00539,33,33,0.00953,organic,https://www.superyachtservicesguide.com/20/9119/directory?page=4&category=1865,-12,-12,-0.00301,50,50,0.0064,organic,https://www.boatinternational.com/luxury-yacht-life/lifestyle/essential-cleaning-supplies-equipment-for-superyachts--44047,1,1,0.00013,n,n,,,0,19,Easy
40,2025-08-31 00:00:00,France,superyacht chandler,6,6,0.05143,organic,https://www.yachting-pages.com/listing/chandlers,0,0,0,7,7,0.04767,organic,https://www.superyachttimes.com/companies/yacht-chandlers,4,4,0.02258,63,63,0.00477,organic,https://www.superyachtcontent.com/superyacht-news/top-yacht-agents-in-the-mid-atlantic/,37,37,0.00477,13,13,0.01756,organic,https://www.superyachtservicesguide.com/20/12391/yacht-chandlers,-8,-8,-0.05896,92,92,0.00113,organic,https://www.boatinternational.com/yachts/the-superyacht-directory/search,-30,-30,-0.00376,i|t,i,t,,20,27,Medium
41,2025-08-31 00:00:00,France,superyacht lawyer,6,6,0.05143,organic,https://www.yachting-pages.com/listing/lawyers,0,0,0,84,84,0.00213,organic,https://www.superyachttimes.com/companies/cdg,-4,-4,-0.0005,,150,0,,,,0,0,21,21,0.01254,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=26&category=444,-6,-6,-0.00314,,150,0,,,,0,0,i|c,i,c,,0,13,Easy
42,2025-08-31 00:00:00,France,superyacht marketing,6,6,0.05143,organic,https://digital.yachting-pages.com/,3,3,0.0138,16,16,0.01505,organic,https://www.superyachttimes.com/events/superyacht-marketing-roadshow/overview,3,3,0.00125,18,18,0.01418,organic,https://www.superyachtcontent.com/superyacht-marketing/superyacht-marketing/,-1,-1,-0.00038,,150,0,,,,0,0,35,35,0.00903,organic,https://www.boatinternational.com/boat-pro/news/breed-media-superyacht-marketing-roadshow,-5,-5,-0.00125,i|c,i,c,,10,23,Medium
43,2025-08-31 00:00:00,France,superyacht provisions,6,6,0.05143,organic,https://www.yachting-pages.com/listing/provisioning,-1,'-1,-0.02509,52,52,0.00615,organic,https://www.superyachttimes.com/yacht-news/shoreside-support-yacht-provisions,-32,-32,-0.00702,,150,0,,,-46,-46,-0.0059,16,16,0.01505,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=70&category=231,2,2,0.00088,,150,0,,,,0,0,i,i,,,0,47,Medium
44,2025-08-31 00:00:00,France,yacht flooring,6,6,0.05143,organic,https://www.yachting-pages.com/listing/carpets-flooring,14,14,0.03826,71,71,0.00376,organic,https://www.superyachttimes.com/yacht-news/horizon-motor-yacht-in-the-zone-for-sale,23,23,0.00289,,150,0,,,,0,0,,150,0,,,,0,0,69,69,0.00401,organic,https://www.boatinternational.com/yacht-market-intelligence/brokerage-sales-news/oceanco-superyacht-alfa-nero-for-sale,31,31,0.00401,i,i,,,20,9,Easy
45,2025-08-31 00:00:00,France,yacht fuel,6,6,0.05143,organic,"https://www.yachting-pages.com/fuel-bunkering-additives/st-jean-cap-ferrat,la-crau,antibes,marseille,les-marines-de-cogolin,gassin,le-muy,st-remy-de-provence",-3,'-3,-0.06774,,150,0,,,-38,-38,-0.00489,39,39,0.00803,organic,https://www.superyachtcontent.com/the-crew-mess/superyacht-fuel-the-fuel-superyacht-use/,-3,-3,-0.00075,3,3,0.11917,organic,https://www.superyachtservicesguide.com/20/14191/yacht-fuel-services,2,2,0.04265,26,26,0.01129,organic,https://www.boatinternational.com/yachts/editorial-features/future-of-green-yachting-hydrogen-and-methanol-fuel-cells,8,8,0.00201,i|c,i,c,,20,15,Easy
46,2025-08-31 00:00:00,France,marine metal works,7,7,0.04767,organic,https://www.yachting-pages.com/listing/sagifinox-metalworks.html,-2,'-2,-0.02885,,150,0,,,,0,0,,150,0,,,,0,0,8,8,0.04391,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=245&category=1109,-5,-5,-0.07527,,150,0,,,,0,0,i,i,,,10,20,Easy
47,2025-08-31 00:00:00,France,superyacht delivery,7,7,0.04767,organic,"https://www.yachting-pages.com/yacht-boat-transport/cannes,st-laurent-du-var,mougins,villefranche-sur-mer,juan-les-pins,frejus,toulon,mandelieu-la-napoule,antibes,sophia-antipolis,cap-dail,grimaud?sort=popular",-2,'-2,-0.02885,13,13,0.01756,organic,https://www.superyachttimes.com/,7,7,0.00439,,150,0,,,,0,0,49,49,0.00652,organic,https://www.superyachtservicesguide.com/,22,22,0.00276,6,6,0.05143,organic,https://www.boatinternational.com/yacht-market-intelligence/superyacht-industry-data/superyacht-deliveries,-3,-3,-0.06774,i|c,i,c,,0,19,Easy
48,2025-08-31 00:00:00,France,superyacht galley,7,7,0.04767,organic,"https://www.yachting-pages.com/galley-chef/beaulieu-sur-mer,st-laurent-du-var,juan-les-pins,st-tropez,toulon,sophia-antipolis,mouans-sartoux?sort=Review+Score",0,0,0,8,8,0.04391,organic,https://www.superyachttimes.com/yacht-news/superyacht-galley-with-brennan-dates,6,6,0.0276,22,22,0.01229,organic,https://www.superyachtcontent.com/the-crew-mess/yacht-galleys-designs/,-4,-4,-0.00188,33,33,0.00953,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=60&category=2238,-12,-12,-0.00301,13,13,0.01756,organic,https://www.boatinternational.com/yachts/yacht-design/standout-superyacht-galleys,-8,-8,-0.05896,i,i,,,0,17,Easy
49,2025-08-31 00:00:00,France,superyacht survey,7,7,0.04767,organic,https://www.yachting-pages.com/listing/surveyors,0,0,0,31,31,0.01004,organic,https://www.superyachttimes.com/companies/boat-survey-engineering,2,2,0.0005,,150,0,,,,0,0,36,36,0.00878,organic,https://www.superyachtservicesguide.com/20/9119/directory?location=26&category=457,5,5,0.00125,49,49,0.00652,organic,https://www.boatinternational.com/boat-presents/big-boat-yacht-management-survey,-19,-19,-0.00376,i,i,,,0,20,Easy
